Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
7-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
7-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
7-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
7-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
8-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
8-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
8-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
8-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
9-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
9-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
9-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
9-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
10-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
10-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
10-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
10-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
11-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
11-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
11-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
11-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
12-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
12-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
12-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
12-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
13-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
13-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
13-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
13-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
14-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
14-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
14-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
14-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
15-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
15-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
15-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
15-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
16-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
16-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
16-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
16-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
17-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
17-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
17-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
17-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
18-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
18-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
18-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
19-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
19-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
19-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
19-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
20-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
20-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
20-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
20-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
21-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
21-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
21-May-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
22-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
22-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
23-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
23-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-May-23	Thu	cease fire	anti-treaty	pro-treaty	both sides sign cease fire; anti-treaty troops to dump arms	Ireland 	Ireland	cease fire			8	0	0	0	8	0	0	0	Neeson			
25-May-23	Fri	arrest	anti-treaty	pro-treaty	massive arrest of anti-treaty fighters	Ireland 	Ireland	treaty			12000	12000	0	0	3001	0	0	0	Neeson			
26-May-23	Sat																			no event		
27-May-23	Sun																			no event		
28-May-23	Mon																			no event		
29-May-23	Tue																			no event		
30-May-23	Wed																			no event		
31-May-23	Thu																			no event		
1-Jun-23	Fri																			no event		
2-Jun-23	Sat																			no event		
3-Jun-23	Sun																			no event		
4-Jun-23	Mon																			no event		
5-Jun-23	Tue																			no event		
6-Jun-23	Wed																			no event		
7-Jun-23	Thu																			no event		
8-Jun-23	Fri																			no event		
9-Jun-23	Sat																			no event		
10-Jun-23	Sun																			no event		
11-Jun-23	Mon																			no event		
12-Jun-23	Tue																			no event		
13-Jun-23	Wed																			no event		
14-Jun-23	Thu																			no event		
15-Jun-23	Fri																			no event		
16-Jun-23	Sat																			no event		
17-Jun-23	Sun																			no event		
18-Jun-23	Mon																			no event		
19-Jun-23	Tue																			no event		
20-Jun-23	Wed																			no event		
21-Jun-23	Thu																			no event		
22-Jun-23	Fri																			no event		
23-Jun-23	Sat																			no event		
24-Jun-23	Sun																			no event		
25-Jun-23	Mon																			no event		
26-Jun-23	Tue																			no event		
27-Jun-23	Wed																			no event		
28-Jun-23	Thu																			no event		
29-Jun-23	Fri																			no event		
30-Jun-23	Sat																			no event		
1-Jul-23	Sun																			no event		
2-Jul-23	Mon																			no event		
3-Jul-23	Tue																			no event		
4-Jul-23	Wed																			no event		
5-Jul-23	Thu																			no event		
6-Jul-23	Fri																			no event		
7-Jul-23	Sat																			no event		
8-Jul-23	Sun																			no event		
9-Jul-23	Mon																			no event		
10-Jul-23	Tue																			no event		
11-Jul-23	Wed																			no event		
12-Jul-23	Thu																			no event		
13-Jul-23	Fri																			no event		
14-Jul-23	Sat																			no event		
15-Jul-23	Sun																			no event		
16-Jul-23	Mon																			no event		
17-Jul-23	Tue																			no event		
18-Jul-23	Wed																			no event		
19-Jul-23	Thu																			no event		
20-Jul-23	Fri																			no event		
21-Jul-23	Sat																			no event		
22-Jul-23	Sun																			no event		
23-Jul-23	Mon																			no event		
24-Jul-23	Tue																			no event		
25-Jul-23	Wed																			no event		
26-Jul-23	Thu																			no event		
27-Jul-23	Fri																			no event		
28-Jul-23	Sat																			no event		
29-Jul-23	Sun																			no event		
30-Jul-23	Mon																			no event		
31-Jul-23	Tue																			no event		
1-Aug-23	Wed																			no event		
2-Aug-23	Thu																			no event		
3-Aug-23	Fri																			no event		
4-Aug-23	Sat																			no event		
5-Aug-23	Sun																			no event		
6-Aug-23	Mon																			no event		
7-Aug-23	Tue																			no event		
8-Aug-23	Wed																			no event		
9-Aug-23	Thu																			no event		
10-Aug-23	Fri																			no event		
11-Aug-23	Sat																			no event		
12-Aug-23	Sun																			no event		
13-Aug-23	Mon																			no event		
14-Aug-23	Tue																			no event		
15-Aug-23	Wed																			no event		
16-Aug-23	Thu																			no event		
17-Aug-23	Fri																			no event		
18-Aug-23	Sat																			no event		
19-Aug-23	Sun																			no event		
20-Aug-23	Mon																			no event		
21-Aug-23	Tue																			no event		
22-Aug-23	Wed																			no event		
23-Aug-23	Thu																			no event		
24-Aug-23	Fri																			no event		
25-Aug-23	Sat																			no event		
26-Aug-23	Sun																			no event		
27-Aug-23	Mon																			no event		
28-Aug-23	Tue																			no event		
29-Aug-23	Wed																			no event		
30-Aug-23	Thu																			no event		
31-Aug-23	Fri																			no event		
1-Sep-23	Sat																			no event		
2-Sep-23	Sun																			no event		
3-Sep-23	Mon																			no event		
4-Sep-23	Tue																			no event		
5-Sep-23	Wed																			no event		
6-Sep-23	Thu																			no event		
7-Sep-23	Fri																			no event		
8-Sep-23	Sat																			no event		
9-Sep-23	Sun																			no event		
10-Sep-23	Mon																			no event		
11-Sep-23	Tue																			no event		
12-Sep-23	Wed																			no event		
13-Sep-23	Thu																			no event		
14-Sep-23	Fri																			no event		
15-Sep-23	Sat																			no event		
16-Sep-23	Sun																			no event		
17-Sep-23	Mon																			no event		
18-Sep-23	Tue																			no event		
19-Sep-23	Wed																			no event		
20-Sep-23	Thu																			no event		
21-Sep-23	Fri																			no event		
22-Sep-23	Sat																			no event		
23-Sep-23	Sun																			no event		
24-Sep-23	Mon																			no event		
25-Sep-23	Tue																			no event		
26-Sep-23	Wed																			no event		
27-Sep-23	Thu																			no event		
28-Sep-23	Fri																			no event		
29-Sep-23	Sat																			no event		
30-Sep-23	Sun																			no event		
1-Oct-23	Mon	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
2-Oct-23	Tue	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
3-Oct-23	Wed	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
4-Oct-23	Thu	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
5-Oct-23	Fri	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
6-Oct-23	Sat	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
7-Oct-23	Sun	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
8-Oct-23	Mon	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
9-Oct-23	Tue	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
10-Oct-23	Wed	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
11-Oct-23	Thu	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
12-Oct-23	Fri	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
13-Oct-23	Sat	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
14-Oct-23	Sun	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
15-Oct-23	Mon	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
16-Oct-23	Tue	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
17-Oct-23	Wed	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
18-Oct-23	Thu	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
19-Oct-23	Fri	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
20-Oct-23	Sat	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
21-Oct-23	Sun	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
22-Oct-23	Mon	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
23-Oct-23	Tue	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
24-Oct-23	Wed	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
25-Oct-23	Thu	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
26-Oct-23	Fri	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
27-Oct-23	Sat	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
28-Oct-23	Sun	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
29-Oct-23	Mon	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
30-Oct-23	Tue	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
31-Oct-23	Wed	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
1-Nov-23	Thu	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
2-Nov-23	Fri	hunger strikce	anti-treaty	pro-treaty	POWs refuse to eat; seek freedom	Ireland	Ireland	free POWs			7900	0	0	0	301	0	0	0	Neeson			
